loan_type,purpose,occupancy,loan_amount,approve,location,county,race,coapplicant_race,sex,coapplicant_sex,income,units_purchased,married,dependents,years_in_job,s26a,self_employed,monthly_income,coapplicant_income,total_income,total_coapplicant_income,monthly_expense,purchase_price,other_financing,liquid_assets,credit_reports,met_guidlines,credit_lines,mcred,ccred,public_rec,mortgage_income,debt_income,rate_type,loan_term,appraised_value,type_of_property,sought_insurance,denied_mortgage,gift_or_grant,cosigner,unverified_info,reviewed,networth,unemployment_prob,rtdum,age,education,housing_expense,loan_value,high_val,loan_value_medium,loan_value_low,loan_val,no_hs,di_ccred,di_squared,loan_value_squared,credit_history
1,1,1,91,1,1120,0,0,5,1,2,63,1,1,0,12,1,0,2816,2492,2816,2492,1123,114,15,19,2,1,26,2,2,0,0.2343,36.14,1,360,116,2,0,0,N,0,0,0,21,4.3,0,1,college,0,0.784482759,0,0,1,low,0,72.28,1306.0996,0.615413199,2
1,1,1,100,1,1120,0,0,8,0,4,60,1,0,1,15,15,1,3083,0,5083,0,1376,395,0,298,2,1,7,2,1,0,0.2418,26.64,2,360,395,2,0,0,N,0,0,0,603,3.2,0,1,college,0,0.253164557,0,0,1,low,0,26.64,709.6896,0.064092293,1
1,1,1,116,1,1120,0,0,5,1,2,45,1,1,1,10,1,0,3750,0,3750,0,1133,145,0,54,2,1,16,2,2,0,0.2755,32.21,1,360,155,2,0,0,N,0,0,0,68,5.3,0,1,college,0,0.748387097,0,0,1,low,0,64.42,1037.4841,0.560083247,2
1,1,1,114,1,1120,0,1,3,1,2,70,1,1,0,25,3,0,3500,1667,3500,1667,1043,131,0,35,2,1,8,2,1,0,0.2072,23.11,1,360,136,2,1,0,N,0,0,0,31,3.9,0,1,college,0,0.838235294,0,1,0,medium,0,23.11,534.0721,0.702638408,1
1,1,1,103,1,1120,0,0,8,0,4,39,1,0,0,4,4,0,2741,0,3332,0,1195,115,0,27,2,1,19,2,2,0,0.3288,36.45,2,360,135,2,1,0,N,0,0,0,38,3.9,0,1,college,1,0.762962963,0,0,1,low,0,72.9,1328.6025,0.582112483,2
1,1,1,135,1,1120,0,0,5,1,2,55,1,1,0,7,1,0,2747,1917,3571,1917,1484,152,0,35,1,1,18,1,1,0,0.2967,42.66,2,360,165,2,1,0,N,0,0,0,33,3.1,0,1,college,0,0.818181818,0,1,0,medium,0,42.66,1819.8756,0.669421488,1
1,1,1,68,1,1120,0,0,5,1,2,32,1,1,1,18,18,1,570,2125,570,2125,860,85,0,25,2,1,12,2,1,0,0.282,28.98,2,360,88,2,0,0,N,0,0,0,109.8,10.6,0,1,no_hs,0,0.772727273,0,0,1,low,1,28.98,839.8404,0.597107438,1
1,1,1,125,1,1120,0,1,8,0,4,39,1,0,0,12,12,0,3333,0,3333,0,1131,240,0,104,2,1,19,2,3,1,0.3933,81.42,1,360,242,2,0,0,Y,0,0,0,89,3.2,0,1,college,1,0.516528926,0,0,1,low,0,244.26,6629.2164,0.266802131,3
1,1,1,160,1,1120,0,1,4,1,2,63,1,0,4,8,8,1,2903,1246,2903,1681,1178,169,0,36,4,1,15,2,2,0,0.3189,37.14,1,360,185,2,1,0,N,0,0,0,597,1.8,0,1,hs,1,0.864864865,0,1,0,medium,0,74.28,1379.3796,0.747991234,2
1,1,1,144,1,1120,0,1,7,1,3,72,1,1,1,8,8,0,3102,1253,4788,1253,1622,175,0,24,2,1,14,2,1,0,0.252,35.35,2,360,179,2,1,0,N,0,0,0,113,2,0,1,college,0,0.804469274,0,1,0,medium,0,35.35,1249.6225,0.647170812,1
1,1,1,116,1,1120,0,1,3,1,2,65,1,1,0,9,6,0,3497,1964,3497,1964,1306,145,0,62,2,1,27,2,2,0,0.2209,34.75,2,360,147,2,0,0,Y,0,0,0,55,3.1,0,1,college,0,0.789115646,0,0,1,low,0,69.5,1207.5625,0.622703503,2
1,1,1,168,1,1120,0,1,6,1,2,56,1,0,0,3,3,0,1375,1622,2679,2044,1778,179,0,12,4,1,16,2,1,0,0.3553,49.97,2,360,179,2,0,0,Y,0,0,0,20,3.9,0,1,hs,1,0.938547486,0,1,0,medium,0,49.97,2497.0009,0.880871384,1
1,1,1,130,1,1120,0,0,5,1,2,51,1,1,0,18,18,0,3750,0,4310,0,1316,230,0,65,2,1,35,1,1,0,0.282,37.43,2,360,234,2,0,0,N,0,0,0,329,3.1,0,1,college,0,0.555555556,0,0,1,low,0,37.43,1401.0049,0.308641975,1
1,1,1,160,1,1120,0,1,7,1,3,52,1,1,0,8,6,0,2167,1833,2500,1833,1482,178,0,30,2,1,35,1,3,0,0.368,46.77,1,360,183,2,0,0,N,0,0,0,-91,4.3,0,1,college,1,0.87431694,0,1,0,medium,0,140.31,2187.4329,0.764430111,3
1,1,1,108,1,1120,0,0,5,0,1,37,1,1,0,999999.4,999999.4,0,0,2981,0,2981,1098,120,0,18,2,1,11,2,1,0,0.3228,32.28,2,360,125,2,1,0,N,0,0,0,36.98,3.6,0,1,college,1,0.864,0,1,0,medium,0,32.28,1041.9984,0.746496,1
1,1,1,107,1,1120,0,0,5,1,2,44,1,0,0,6,1,0,2333,893,2333,1434,1161,113,0,11,4,1,14,2,1,0,0.2805,29.32,1,360,119,2,1,0,N,0,0,0,24,3.2,0,1,college,0,0.899159664,0,1,0,medium,0,29.32,859.6624,0.808488101,1
1,1,1,108,1,1120,0,0,8,0,4,36,1,1,1,2,2,0,2766,0,2766,0,1157,121,0,33,3,1,20,2,1,0,0.3208,33.56,2,360,123,2,1,0,Y,0,0,0,56,1.8,0,1,college,1,0.87804878,0,1,0,medium,0,33.56,1126.2736,0.770969661,1
1,1,1,80,1,1120,0,0,5,1,2,45,1,1,0,4,4,0,2417,1300,3103,1300,909,100,0,5,2,1,20,2,1,0,0.2145,25.75,2,360,128,2,0,0,Y,0,0,0,23,3.2,0,1,college,0,0.625,0,0,1,low,0,25.75,663.0625,0.390625,1
1,1,1,137,1,1120,0,0,5,1,2,122,1,1,2,9,7,0,3250,6912,3250,6912,1537,195,0,14,2,1,24,1,1,0,0.1412,35.77,2,360,209,2,0,0,N,0,0,0,289,3.2,0,1,college,0,0.655502392,0,0,1,low,0,35.77,1279.4929,0.429683386,1
1,1,1,750,1,1120,0,0,5,1,2,477,1,1,2,10,1,1,26773,0,39773,0,8148,1150,0,2576.9,1,1,14,1,2,0,0.205,27.7,1,300,1280,2,0,0,N,0,0,1,0,1.8,0,1,college,0,0.5859375,0,0,1,low,0,55.4,767.29,0.343322754,2
1,1,1,140,1,1120,0,0,5,1,2,75,1,1,0,999999.4,999999.4,0,0,1605,4107,2155,1666,214,0,133,1,1,13,1,1,0,0.27,27,1,300,215,1,0,0,N,0,0,1,247,3.6,0,1,college,0,0.651162791,0,0,1,low,0,27,729,0.42401298,1
1,1,1,230,1,1120,0,0,7,1,2,101,1,1,2,8,8,0,6700,1750,6700,1750,2488,324,0,180,2,1,17,1,2,0,0.29,32,1,300,325,2,0,0,N,0,0,1,19,5.3,0,1,college,0,0.707692308,0,0,1,low,0,64,1024,0.500828402,2
1,1,1,150,1,1120,0,0,8,0,4,144,1,0,0,6,6,0,10416,0,12941,0,1873,235,0,361.9,1,1,8,1,1,0,0.145,25,1,300,220,1,0,0,N,0,0,1,440.8,1.8,0,1,college,0,0.681818182,0,0,1,low,0,25,625,0.464876033,1
1,1,1,65,1,1120,0,1,3,1,2,72,1,1,2,22,1,0,4071,2521,4071,2521,881,106.1,0,56.1,1,1,4,2,2,0,0.13,32,1,180,162,2,0,0,N,0,0,1,93,3.9,0,1,hs,0,0.401234568,0,0,1,low,0,64,1024,0.160989178,2
1,1,1,130,1,1120,0,0,8,0,4,55,1,0,0,17,17,0,4550,0,4550,0,1341,145,0,49.578,2,1,3,2,1,0,0.29,31,1,360,145,2,0,0,Y,0,0,1,55.196,1.8,0,1,college,0,0.896551724,0,1,0,medium,0,31,961,0.803804994,1
1,1,1,70,1,1120,0,0,3,0,1,97,1,0,0,1,1,0,1875,6250,1875,6250,955,146,0,27.143,2,1,10,1,2,0,0.11,30,1,360,146,2,0,0,N,0,0,1,-40.897,4.3,0,1,college,0,0.479452055,0,0,1,low,0,60,900,0.229874273,2
1,1,3,35,1,1120,0,0,8,0,8,50,1,0,0,31,8,0,3343,0,3343,0,529,189.4,0,2.349,2,1,4,1,1,0,0.15,19,2,180,189.4,2,0,0,N,0,0,1,17.168,3.2,0,1,college,0,0.184794087,0,0,1,low,0,19,361,0.034148854,1
1,1,1,114,1,1120,0,1,3,1,2,89,1,1,0,20,20,0,3000,3160,4238,3160,1100,113.6,36,33,1,1,3,1,1,0,0.15,18,2,360,142,2,0,0,N,0,0,0,337.708,3.9,0,1,college,0,0.802816901,0,1,0,medium,0,18,324,0.644514977,1
1,1,1,25,1,1120,0,0,5,1,2,75,1,1,0,999999.4,999999.4,0,6300,0,6300,0,500,25,0,10.1,1,1,999999.4,1,1,0,0.08,8,2,120,225,2,0,0,N,0,0,0,400.1,3.6,0,0,college,0,0.111111111,0,0,1,low,0,8,64,0.012345679,1
1,1,1,140,1,1120,0,0,5,1,2,65,1,1,3,24,999999.4,0,3600,1125,3600,1825,1890,140,56,34,1,1,9,1,1,0,0.35,36,2,360,190,2,0,0,N,0,0,0,182.9,3.6,0,1,hs,1,0.736842105,0,0,1,low,0,36,1296,0.542936288,1
1,1,1,132,1,1120,0,0,5,1,2,73,1,1,1,4.5,4.5,0,3321,2780,3321,2780,520,132,0,3.35,1,1,8,2,1,0,0.09,14,2,360,165,2,0,0,N,0,0,0,48.837,3.1,0,1,hs,0,0.8,0,0,1,low,0,14,196,0.64,1
1,1,1,27,1,1120,0,0,5,1,2,71,1,1,0,35,25,0,3813.33,2004.17,4601.33,2004.17,540.99,25,0,90.5,1,1,6,1,1,0,0.08,19,2,120,175,2,0,0,N,0,0,0,869.58,10.6,0,1,college,0,0.154285714,0,0,1,low,0,19,361,0.023804082,1
1,1,1,70,1,1120,0,0,5,1,2,60,1,1,1,35,10,0,3321.01,2087.67,3321.01,2087.67,621.29,70,0,0.4,1,1,7,1,2,0,0.11,32,2,240,145,2,0,0,N,0,0,0,299.474,3.2,0,1,hs,0,0.482758621,0,0,1,low,0,64,1024,0.233055886,2
1,1,1,100,1,1120,0,0,8,1,4,44,1,0,1,17,5,0,3566.33,0,3596.33,0,2548.14,100,0,20,1,1,4,1,1,0,0.71,73,2,240,165,2,0,0,N,0,0,0,23.15909,3.9,0,1,hs,1,0.606060606,0,0,1,low,0,73,5329,0.367309458,1
1,1,1,113,1,1120,0,0,8,1,4,44,1,0,1,17,17,0,3666.66,0,3666.65,0,1100,113,0,235,1,1,6,2,1,0,0.3,30,2,180,142,2,0,0,N,0,0,0,240,3.9,0,1,college,0,0.795774648,0,0,1,low,0,30,900,0.63325729,1
1,1,1,115,1,1120,0,0,5,1,2,54,1,1,0,11,3,0,2610.4,1891.66,2610.4,1891.66,400,115,0,999999.4,1,1,4,2,1,0,0.09,14,2,360,132.2,2,0,0,N,0,0,0,46.81342,3.6,0,1,hs,0,0.8698941,0,1,0,medium,0,14,196,0.756715745,1
1,1,1,25,1,1120,0,0,5,1,2,41,1,1,0,34,20,1,3459,0,3459,0,539,25,12.138,47.521,1,1,6,1,1,0,0.16,26,2,120,185,2,0,0,N,0,0,0,304.429,3.6,0,1,hs,0,0.135135135,0,0,1,low,0,26,676,0.018261505,1
1,1,1,49,1,1120,0,0,5,1,2,45,1,1,0,10,3,0,3200,550,3200,550,1255,49,0,18.25,1,1,4,1,2,0,0.33,43,2,240,140,2,0,0,N,0,0,0,23.55,3.9,0,1,hs,1,0.35,0,0,1,low,0,86,1849,0.1225,2
1,1,1,120,1,1120,0,1,3,1,2,75,1,1,1,11,11,0,2960,2960,3304,2960,788,120,0,252.5,1,1,5,1,2,0,0.13,25,2,360,150,2,0,0,N,0,0,0,434.4,3.9,0,1,hs,0,0.8,0,0,1,low,0,50,625,0.64,2
1,1,1,125,1,1120,0,0,5,1,2,45,1,1,0,30,999999.4,0,2940,800,2940,800,1130,125,69,11.4,1,1,6,1,1,0,0.3,30,2,360,160,2,0,0,N,0,0,0,306.9,3.9,0,1,hs,0,0.78125,0,0,1,low,0,30,900,0.610351563,1
1,1,1,80,1,1120,0,0,7,1,2,35,1,1,0,999999.4,999999.4,0,0,333,2619.51,333,765,80,0,58.056,1,1,7,2,6,0,0.25,27,2,360,115,2,0,0,N,0,0,0,77.104,3.6,0,1,hs,0,0.695652174,0,0,1,low,0,162,729,0.483931947,6
1,1,1,175,1,1120,0,0,5,1,2,187,1,1,0,20,7,0,7333,8333,7333,8333,2427,738,0,878,1,1,23,4,2,0,0.155,24.9,1,300,740,2,0,0,N,0,0,0,1227,1.8,0,1,college,0,0.236486486,0,0,1,low,0,49.8,620.01,0.055925858,2
1,1,1,700,1,1120,0,0,5,1,2,621,1,1,3,23,15,0,51763,0,51763,0,6916,1345,0,814,2,1,25,1,3,0,0.133,21.6,1,300,1350,2,0,0,N,0,0,0,14488,3.1,0,1,college,0,0.518518519,0,0,1,low,0,64.8,466.56,0.268861454,3
1,1,1,600,1,1120,0,0,5,1,2,372,1,1,2,8,8,1,8090,22916,8090,22916,6755,1010,0,163,3,1,20,1,3,0,0.22,36,1,300,975,2,0,0,N,0,0,0,454,3.2,0,1,college,0,0.615384615,0,0,1,low,0,108,1296,0.378698225,3
1,1,1,490,1,1120,0,0,5,1,2,796,1,1,0,10,10,0,0,0,63337,0,10798,1535,0,1600,2,1,20,2,5,0,0.162,27.8,1,180,1225,2,0,0,N,0,0,0,6516,1.8,0,1,college,0,0.4,0,0,1,low,0,139,772.84,0.16,5
1,1,1,108,1,1120,0,0,5,1,2,62,1,1,0,4,1,0,1300,1950,3232,1950,1212,135,0,28,2,1,9,2,2,0,0.23,32,1,360,145,2,0,0,N,0,0,1,28,4.3,0,1,college,0,0.744827586,0,0,1,low,0,64,1024,0.554768133,2
1,1,1,86,1,1120,0,0,5,1,2,51,1,1,0,2,2,0,2121,2167,2121,2167,884,115,0,31,2,1,2,2,2,0,0.206,28.8,1,360,115,2,0,0,N,0,0,1,21.737,3.2,0,1,hs,0,0.747826087,0,0,1,low,0,57.6,829.44,0.559243856,2
1,1,1,168,1,1120,0,0,5,1,2,22,1,1,1,5,5,1,1830,0,1830,0,1676,224,0,10,2,1,0,1,2,0,0.341,48.3,1,360,225,2,0,0,N,1,0,1,82,4.3,0,1,hs,1,0.746666667,0,0,1,low,0,96.6,2332.89,0.557511111,2
1,1,1,120,1,1120,0,0,5,1,2,60,1,1,2,6,6,0,4010,1025,4010,1025,1142,190,0,22,2,1,4,2,2,0,0.227,31.2,1,360,190,2,0,0,N,0,0,1,120,10.6,0,1,college,0,0.631578947,0,0,1,low,0,62.4,973.44,0.398891967,2
1,1,1,135,1,1120,0,0,8,1,4,39,1,0,0,6,6,0,3233,0,3233,0,1429,235,0,126,2,1,3,1,1,0,0.222,29.7,1,360,235,2,0,0,N,1,0,1,487,3.2,0,1,college,0,0.574468085,0,0,1,low,0,29.7,882.09,0.330013581,1
1,1,1,154,1,1120,0,0,8,0,4,52,1,0,0,17,17,0,455,0,4350,0,1535,220,0,403,2,1,0,2,1,0,0.344,34.4,1,360,220,2,0,0,N,0,0,1,413,3.2,0,1,hs,1,0.7,0,0,1,low,0,34.4,1183.36,0.49,1
1,1,1,75,1,1120,0,0,5,1,2,43,1,1,3,12,1,0,3365,245,3365,245,899,100,0,39,2,1,2,2,2,0,0.262,36.2,2,360,153,2,0,0,N,0,0,1,54,3.1,1,1,hs,0,0.490196078,0,0,1,low,0,72.4,1310.44,0.240292195,2
1,1,1,240,1,1120,0,0,5,1,2,95,1,1,0,3,3,0,3333,3333,4600,3333,2280,294,0,37,2,1,0,2,2,0,0.285,28.5,1,360,409,2,0,0,N,0,0,1,254,4.3,0,1,college,0,0.586797066,0,0,1,low,0,57,812.25,0.344330797,2
1,1,1,210,1,1120,0,0,5,1,2,95,1,1,2,10,10,0,6250,1695,6250,1695,2104,280,0,13,2,1,1,1,2,0,0.264,32.3,1,360,280,2,0,0,N,0,0,1,114,3.2,0,1,college,0,0.75,0,0,1,low,0,64.6,1043.29,0.5625,2
1,1,1,187,1,1120,0,0,5,1,2,177,1,1,0,2,2,1,13000,1733,13000,1733,1927,234,0,48,2,1,3,1,1,0,0.179,40.4,1,360,234,2,0,0,Y,0,0,1,43,3.2,0,1,college,0,0.799145299,0,0,1,low,0,40.4,1632.16,0.638633209,1
1,1,1,95,1,1120,0,1,3,1,2,54,1,1,0,4,4,0,2253,1459,3033,1459,964,106,0,10,2,1,6,2,1,0,0.215,31.6,1,360,106,2,1,0,Y,1,0,1,3,3.1,0,1,college,0,0.896226415,0,1,0,medium,0,31.6,998.56,0.803221787,1
1,1,1,120,1,1120,0,0,5,1,2,46,1,0,0,1,1,0,2340,1500,2340,1500,1241,160,0,47,2,1,0,2,4,0,0.288,28.8,2,360,162,2,0,0,N,1,0,1,89,3.2,0,1,college,0,0.740740741,0,0,1,low,0,115.2,829.44,0.548696845,4
1,1,1,110,1,1120,0,0,5,1,2,41,1,1,3,4,4,0,2264,1140,2264,1140,1166,160,0,10,2,1,1,2,1,0,0.316,35.8,1,360,160,2,0,0,N,0,0,1,7,3.2,0,1,college,1,0.6875,0,0,1,low,0,35.8,1281.64,0.47265625,1
1,1,1,185,1,1120,0,0,5,1,2,58,1,1,1,8,8,0,4195,0,4795,0,1380,252,0,83,2,1,12,1,1,0,0.29,29,1,360,250,2,0,0,Y,0,0,1,-226,3.9,0,1,college,0,0.74,0,0,1,low,0,29,841,0.5476,1
1,1,1,100,1,1120,0,0,5,1,2,36,1,1,2,9,9,0,2102,0,2980,0,934,105,0,12,2,1,7,2,2,0,0.31,35,2,360,111,2,1,0,Y,0,0,1,11,3.9,0,1,college,1,0.900900901,0,1,0,medium,0,70,1225,0.811622433,2
1,1,1,128,1,1120,0,0,5,1,2,68,1,1,0,12,12,0,5708,0,5708,0,1315,160,0,120,2,1,32,1,2,1,0.23,34,2,360,165,2,0,0,N,0,0,1,169,3.9,0,1,college,0,0.775757576,0,0,1,low,0,68,1156,0.601799816,2
1,1,1,123,1,1120,0,0,5,1,2,51,1,1,3,6,4,0,2917,623,3590,623,1260,154,0,33,2,1,18,2,1,0,0.3,36,1,360,165,2,0,0,N,0,0,1,36,3.1,0,1,hs,0,0.745454545,0,0,1,low,0,36,1296,0.555702479,1
1,1,1,221,1,1120,0,0,5,0,1,103,1,1,3,14,14,0,5688,2916,5688,2916,1852,260,0,85,2,1,21,4,6,0,0.22,32,1,360,260,2,0,0,N,0,0,1,80,1.8,0,1,college,0,0.85,0,1,0,medium,0,192,1024,0.7225,6
1,1,1,77,1,1120,0,0,8,1,4,29,1,0,0,2.5,2.5,0,2149,0,2389,0,735,85,0,22,2,1,3,2,1,0,0.31,33,2,360,98,2,1,0,N,0,0,1,45,3.1,0,1,hs,1,0.785714286,0,0,1,low,0,33,1089,0.617346939,1
1,1,1,132,1,1120,0,0,5,0,1,60,1,1,0,2.5,0.25,0,1993,2770,1993,2973,1467,165,28,3,2,0,18,2,6,1,0.3,46,1,360,155,1,0,0,Y,0,0,1,22,3.2,0,1,college,0,0.851612903,0,1,0,medium,0,276,2116,0.725244537,0
1,1,1,73,1,1120,0,0,8,0,4,30,1,0,1,4,4,0,2224,0,2527,0,889,91,0,47,2,1,4,2,1,0,0.35,35,1,360,91,1,0,0,N,0,0,1,54,1.8,0,1,hs,1,0.802197802,0,1,0,medium,0,35,1225,0.643521314,1
1,1,1,120,1,1120,0,0,5,1,2,52,1,0,0,5,5,0,2166,2184,2166,2184,1329,150,5,26,2,1,12,2,6,0,0.31,35,2,360,155,2,0,0,Y,0,0,1,9,3.2,0,1,college,1,0.774193548,0,0,1,low,0,210,1225,0.59937565,6
1,1,1,88,1,1120,0,0,5,1,2,40,1,1,0,2.5,2.5,1,1900,1442,1900,1442,934,110,0,24,2,1,16,2,1,0,0.28,39,1,360,126,1,0,0,Y,0,0,1,27,4.3,0,1,college,0,0.698412698,0,0,1,low,0,39,1521,0.487780297,1
1,1,1,68,1,1120,0,0,8,0,4,34,1,1,0,5,5,0,2795,0,2795,0,728,86,0,41,2,1,17,2,1,0,0.26,38,2,360,86,2,0,0,N,0,0,1,89,1.8,0,1,hs,0,0.790697674,0,0,1,low,0,38,1444,0.625202812,1
1,1,1,104,1,1120,0,0,5,1,2,42,1,1,4,4,4,0,2584,910,2584,910,933,130,0,47,2,1,2,2,2,0,0.27,27,2,360,130,2,1,0,Y,0,0,1,102,3.9,0,1,hs,0,0.8,0,0,1,low,0,54,729,0.64,2
1,1,1,264,1,1120,0,0,5,1,2,92,1,1,1,8,8,0,7291,0,7624,0,2367,330,0,166,2,1,15,1,2,0,0.31,38,1,360,335,2,0,0,N,0,0,1,212,1.8,0,1,college,1,0.788059701,0,0,1,low,0,76,1444,0.621038093,2
1,1,1,131,1,1120,0,0,8,1,4,68,1,0,1,17,10,0,5667,0,5667,0,1666,145,0,38,2,1,8,2,2,0,0.29,38,2,360,155,1,0,0,N,0,0,1,47,3.2,0,1,college,0,0.84516129,0,1,0,medium,0,76,1444,0.714297607,2
1,1,1,130,1,1120,0,0,5,1,2,63,1,1,0,5,5,0,3416,1500,3773,1500,1464,200,0,72,2,1,16,2,1,0,0.28,37,2,360,190,2,0,0,N,0,0,1,177,3.1,0,1,college,0,0.684210526,0,0,1,low,0,37,1369,0.468144044,1
1,1,1,111,1,1120,0,0,5,1,2,38,1,1,1,4,4,0,2862,286,2862,286,1015,117,0,9,2,1,4,2,1,0,0.32,37,2,360,130,2,1,0,Y,0,0,1,18,3.9,0,1,hs,1,0.853846154,0,1,0,medium,0,37,1369,0.729053254,1
1,1,1,285,1,1120,0,0,5,1,2,115,1,1,1,4,3,0,5750,0,9617,0,2578,375,0,95,1,1,0,1,2,0,0.28,28,1,360,375,2,0,0,N,0,0,0,218,1.8,0,1,college,0,0.76,0,0,1,low,0,56,784,0.5776,2
1,1,1,135,1,1120,0,0,5,1,2,94,1,0,0,10,9,0,4250,2500,4250,2500,1373,195,0,97,1,1,2,2,1,0,0.21,25,2,360,195,2,0,0,N,0,0,0,142,3.1,0,1,hs,0,0.692307692,0,0,1,low,0,25,625,0.479289941,1
1,1,1,50,1,1120,0,0,5,1,2,36,1,1,0,3,3,0,1763,997,1977,997,629,230,0,31,1,1,2,1,1,0,0.23,26,2,360,240,2,0,0,N,0,0,0,638,3.2,0,1,college,0,0.208333333,0,0,1,low,0,26,676,0.043402778,1
1,1,1,150,1,1120,0,0,5,1,2,83,1,1,3,3,3,0,3466,3428,3466,3428,1541,158,0,17,1,1,4,2,1,0,0.22,27,2,360,160,2,1,0,N,0,0,0,37,4.3,0,1,hs,0,0.9375,0,1,0,medium,0,27,729,0.87890625,1
1,1,1,93,1,1120,0,0,8,0,4,44,1,0,0,37,36,0,3292,0,3692,0,1158,125,0,58,1,1,1,1,1,0,0.31,38,2,360,130,1,0,0,N,0,0,0,301,3.2,0,1,college,1,0.715384615,0,0,1,low,0,38,1444,0.511775148,1
1,1,1,124,1,1120,0,0,5,1,2,47,1,1,2,11,11,0,3917,0,3917,0,1261,165,0,54,1,1,1,2,1,0,0.32,35,1,360,165,2,0,0,N,0,0,0,143,2,0,1,hs,1,0.751515152,0,0,1,low,0,35,1225,0.564775023,1
1,1,1,182,1,1120,0,0,5,1,2,99,1,1,3,17,1,0,7107,0,8232,0,1894,228,0,52,1,1,9,1,5,0,0.23,25,1,360,228,2,0,0,Y,0,0,0,127,3.2,0,1,college,0,0.798245614,0,0,1,low,0,125,625,0.63719606,5
1,1,1,426,1,1120,0,0,5,1,2,160,1,1,2,10,1,0,13333,0,13333,0,4227,533,0,188,1,1,7,1,2,0,0.32,38,1,360,535,2,0,0,N,0,0,0,612,3.9,0,1,college,1,0.796261682,0,0,1,low,0,76,1444,0.634032667,2
1,1,1,140,1,1120,0,0,5,0,1,77,1,1,1,8,8,0,2665,2667,3782,2667,1423,140,0,32,1,1,11,1,1,0,0.22,37,1,360,160,2,1,0,N,0,0,0,37,1.8,0,1,college,0,0.875,0,1,0,medium,0,37,1369,0.765625,1
1,1,1,90,1,1120,0,0,8,1,4,39,1,0,0,5,5,0,2651,0,3271,0,816,120,0,5,1,1,3,1,2,0,0.26,27,1,360,145,2,0,0,N,0,0,0,103,3.9,0,1,hs,0,0.620689655,0,0,1,low,0,54,729,0.385255648,2
1,1,1,152,1,1120,0,0,5,1,2,77,1,1,0,6,6,0,3750,2666,3750,2666,1452,190,0,51,1,1,3,2,2,0,0.22,24,1,360,193,2,0,0,N,0,0,0,74,3.2,0,1,college,0,0.787564767,0,0,1,low,0,48,576,0.620258262,2
1,1,1,108,1,1120,0,0,5,1,2,51,1,1,3,17,1,0,2773,1382,2773,1497,1131,146,0,6,1,1,6,4,1,0,0.27,36,2,360,160,2,0,0,N,0,0,0,153,10.6,0,1,college,0,0.675,0,0,1,low,0,36,1296,0.455625,1
1,1,1,210,1,1120,0,0,8,1,4,103,1,0,0,14,2,0,8566,0,8566,0,1959,339,0,206,1,1,2,1,1,0,0.23,23,1,360,339,2,0,0,N,0,0,0,456,1.8,0,1,college,0,0.619469027,0,0,1,low,0,23,529,0.383741875,1
1,1,1,107,1,1120,0,0,5,1,2,43,1,1,2,5,5,0,2513,1110,2513,1110,1114,146,0,57,1,1,5,2,1,0,0.31,33,2,360,150,2,0,0,Y,0,0,0,82,10.6,0,1,hs,1,0.713333333,0,0,1,low,0,33,1089,0.508844444,1
1,1,1,600,1,1120,0,0,5,0,1,234,1,1,1,18,18,1,19484,0,19484,0,5601,1000,0,924,1,1,0,1,1,0,0.28,28,1,360,1000,2,0,0,N,0,0,0,5896,3.2,0,1,college,0,0.6,0,0,1,low,0,28,784,0.36,1
1,1,1,50,1,1120,0,0,8,1,4,39,1,0,0,7,7,0,3254,0,3254,0,574,63,0,14,1,1,5,1,3,0,0.18,33,2,360,66,2,0,0,N,0,0,0,-95,3.1,0,1,college,0,0.757575758,0,0,1,low,0,99,1089,0.573921028,3
1,1,1,124,1,1120,0,0,5,1,2,62,1,1,0,2,2,0,1482,1733,1482,3657,1258,130,0,19,1,1,6,2,2,0,0.24,32,1,360,135,2,1,0,N,0,0,0,42,3.2,0,1,college,0,0.918518519,0,1,0,medium,0,64,1024,0.843676269,2
1,1,1,85,1,1120,0,0,8,1,4,37,1,0,0,5,2,0,2435,0,3077,0,849,106,0,46,1,1,0,2,1,0,0.27,27,1,360,122,2,0,0,N,0,0,0,76,3.9,0,1,hs,0,0.696721311,0,0,1,low,0,27,729,0.485420586,1
1,1,1,137,1,1120,0,0,5,1,2,56,1,1,3,21,8,0,2903,1752,2903,1752,1308,144,0,25,1,1,1,2,1,0,0.28,28,1,360,144,2,1,0,N,0,0,0,44,4.3,0,1,hs,0,0.951388889,1,0,0,high,0,28,784,0.905140818,1
1,1,1,140,1,1120,0,0,5,1,2,56,1,1,0,4,4,0,3016,1646,3016,1646,1376,147,0,14,1,1,7,2,1,0,0.3,39,1,360,147,2,1,0,N,0,0,0,37,3.1,0,1,hs,0,0.952380952,1,0,0,high,0,39,1521,0.907029478,1
1,1,1,123,1,1120,0,0,5,1,2,48,1,1,2,17,16,0,3212,806,3212,806,1258,130,0,23,1,1,5,2,5,0,0.31,38,1,360,131,2,1,0,N,0,0,0,34,3.2,0,1,college,1,0.938931298,0,1,0,medium,0,190,1444,0.881591982,5
1,1,1,148,1,1120,0,0,5,1,2,5,1,1,1,10,4,0,2667,1542,2667,1542,1415,185,0,12,1,1,5,1,1,0,0.34,38,1,360,185,2,0,0,N,0,0,0,119,10.6,0,1,hs,1,0.8,0,0,1,low,0,38,1444,0.64,1
